up_new,Descrizione,C1a,C1B,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,C6a,C6b,C7a,C7b,C8a,C8b,C9a,C9b,C10a,C10b,C11a,C11b,C12a,C12b,C13a,C13b,C14a,C14b,C15a,C15b,C16a,C16b,C17a,C17b,C18a,C18b,C19a,C19b,C20a,C20b,C21a,C21b,C22a,C22b,C23a,C23b,C24a,C24b,C25a,C25b,C26a,C26b,C27a,C27b,C28a,C28b,C29a,C29b,C30a,C30b,C31a,C31b,C32a,C32b,C33a,C33b,C34a,C34b,C35a,C35b
1.2.1.6.3,Imprenditori e amministratori di grandi aziende nei servizi informatici e di telecomunicazione,71.6666666667,69.5238095238,83.3333333333,73.3333333333,78.3333333333,72.380952381,76.6666666667,69.5238095238,35,39.0476190476,28.3333333333,33.3333333333,61.6666666667,60.9523809524,60,60.9523809524,43.3333333333,52.380952381,63.3333333333,69.5238095238,60,59.0476190476,61.6666666667,64.7619047619,61.6666666667,57.1428571429,71.6666666667,66.6666666667,56.6666666667,62.8571428571,65,65.7142857143,66.6666666667,69.5238095238,51.6666666667,60.9523809524,45,54.2857142857,38.3333333333,48.5714285714,6.6666666667,10.4761619048,11.6666666667,13.3333333333,28.3333333333,29.5238095238,3.3333333333,3.8095238095,6.6666666667,7.619047619,5,5.7142571429,30,35.2380952381,3.3333333333,4.7619047619,21.6666666667,20.9523809524,21.6666666667,20,60,55.2380952381,60,57.1428571429,85,81.9047619048,35,38.0952380952,71.6666666667,74.2857142857
1.2.1.7.0,"Imprenditori e amministratori di grandi banche, assicurazioni, agenzie immobiliari, di intermediazione finanziaria",88.0952380952,78.231292517,82.1428571429,76.1904761905,80.9523809524,75.5102040816,84.5238095238,80.9523809524,60.7142857143,63.2653061224,25,27.8911564626,76.1904761905,71.4285714286,78.5714285714,72.7891156463,52.380952381,55.7823129252,76.1904761905,78.231292517,65.4761904762,59.8639455782,75,70.7482993197,58.3333333333,61.2244897959,76.1904761905,70.7482993197,57.1428571429,57.1428571429,70.2380952381,70.7482993197,77.380952381,74.8299319728,63.0952380952,63.9455782313,26.1904761905,34.693877551,34.5238095238,38.0952380952,4.7619047619,6.1224081633,1.1904761905,1.3605238095,36.9047619048,35.3741496599,2.380952381,4.0816326531,10.7142857143,13.6054421769,4.7619047619,8.1632653061,33.3333333333,36.0544217687,2.380952381,0.6802721088,28.5714285714,27.2108843537,34.5238095238,35.3741496599,77.380952381,74.1496598639,79.7619047619,76.1904761905,83.3333333333,80.952244898,45.2380952381,51.7006802721,88.0952380952,85.0340136054
1.2.1.8.0,Imprenditori e amministratori di grandi aziende nei servizi alle imprese e alle persone,83.3333333333,74.2857142857,85,78.0952380952,71.6666666667,65.7142857143,81.6666666667,75.2380952381,53.3333333333,57.1428571429,28.3333333333,35.2380952381,85,73.3333333333,76.6666666667,78.0952380952,48.3333333333,48.5714285714,75,77.1428571429,66.6666666667,69.5238095238,68.3333333333,59.0476190476,61.6666666667,60.9523809524,85,71.4285714286,40,39.0476190476,51.6666666667,46.6666666667,81.6666666667,73.3333333333,56.6666666667,54.2857142857,16.6666666667,20,35,34.2857142857,5,6.6666666667,5,5.7142571429,23.3333333333,20.9523809524,1.6666666667,1.9047619048,8.3333333333,10.4761904762,1.6666666667,1.9047619048,16.6666666667,20.9523809524,0,0,33.3333333333,34.2857142857,33.3333333333,33.3333333333,63.3333333333,56.1904761905,76.6666666667,65.7142857143,86.6666666667,79.0474285714,36.6666666667,37.1428571429,63.3333333333,64.7619047619
1.2.1.9.1,"Imprenditori e amministratori di grandi istituti scolastici, universitari e di ricerca privati",83.3333333333,79.0476190476,88.3333333333,82.8571428571,88.3333333333,82.8571428571,86.6666666667,80,33.3333333333,35.2380952381,23.3333333333,21.9047619048,78.3333333333,74.2857142857,78.3333333333,68.5714285714,66.6666666667,62.8571428571,85,79.9998095238,83.3333333333,74.2857142857,91.6666666667,80.9523809524,68.3333333333,64.7619047619,83.3333333333,71.4285714286,71.6666666667,68.5714285714,73.3333333333,66.6666666667,71.6666666667,68.5714285714,55,59.0476190476,6.6666666667,5.7142571429,36.6666666667,42.8571428571,6.6666666667,8.5714285714,11.6666666667,7.619047619,35,32.380952381,5,4.7619047619,21.6666666667,22.8571428571,3.3333333333,3.8095238095,48.3333333333,39.0476190476,0,0,48.3333333333,45.7142857143,51.6666666667,47.619047619,85,77.1428571429,81.6666666667,73.3333333333,83.3333333333,75.2380952381,51.6666666667,49.5238095238,85,82.856952381
1.2.1.9.2,"Imprenditori e amministratori di grandi ospedali, cliniche private o grandi aziende di assistenza sociale",79.7619047619,62.5850340136,77.380952381,66.6666666667,75,64.6258503401,78.5714285714,64.6258503401,35.7142857143,38.0952380952,39.2857142857,36.0544217687,75,56.462585034,77.380952381,57.8231292517,64.2857142857,57.8231292517,82.1428571429,72.7891156463,75,70.0680272109,88.0952380952,70.7482993197,55.9523809524,52.380952381,70.2380952381,63.9455782313,59.5238095238,56.462585034,76.1904761905,65.306122449,77.380952381,61.2244897959,65.4761904762,61.9047619048,22.619047619,20.4081632653,51.1904761905,49.6598639456,4.7619047619,6.1224285714,0,0,50,48.2993197279,9.5238095238,10.8843537415,15.4761904762,13.6054421769,5.9523809524,4.7619047619,25,21.768707483,0,0,52.380952381,51.7006802721,57.1428571429,51.7006802721,83.3333333333,65.306122449,72.619047619,61.9047619048,86.9047619048,71.4285714286,50,46.2585034014,83.3333333333,69.387755102
1.2.1.9.3,"Imprenditori e amministratori di grandi aziende nel settore delle attività sportive, ricreative, di intrattenimento e di divertimento",72.0588235294,56.3025210084,76.4705882353,64.7058823529,61.7647058824,59.6638655462,79.4117647059,64.7058823529,52.9411764706,47.8991596639,27.9411764706,26.0504201681,66.1764705882,57.9831932773,66.1764705882,57.1428571429,51.4705882353,52.1008403361,72.0588235294,68.0672268908,70.5882352941,62.1848739496,76.4705882353,67.2268907563,60.2941176471,55.4621848739,75,66.3865546218,61.7647058824,53.781512605,73.5294117647,57.1428571429,70.5882352941,58.8235294118,61.7647058824,59.6638655462,26.4705882353,25.2100840336,42.6470588235,45.3781512605,7.3529411765,6.7226890756,1.4705882353,1.6806470588,30.8823529412,31.9327731092,1.4705882353,1.6806470588,11.7647058824,10.9243697479,4.4117647059,5.0419915966,33.8235294118,34.4537815126,1.4705882353,1.6806470588,44.1176470588,39.4957983193,44.1176470588,41.1764705882,69.1176470588,59.6638655462,70.5882352941,63.8655462185,77.9411764706,68.9075630252,52.9411764706,55.4621848739,72.0588235294,63.025210084
1.2.2.1.0,"Direttori e dirigenti generali di aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",70,71.4285714286,75,71.4285714286,70,74.2857142857,85,74.2857142857,60,62.8571428571,35,31.4285714286,65,45.7142857143,55,45.7142857143,55,45.7142857143,50,42.8571428571,60,48.5714285714,60,45.7142857143,35,31.4285714286,70,60,60,62.8571428571,60,74.2857142857,65,65.7142857143,75,62.8571428571,30,22.8571428571,55,65.7142857143,20,22.8571428571,20,22.8571428571,45,42.8571428571,35,42.8571428571,45,51.4285714286,20,22.8571428571,55,51.4285714286,25,31.4285714286,35,37.1428571429,65,65.7142857143,65,65.7142857143,85,71.4285714286,60,57.1428571429,55,65.7142857143,75,74.2857142857
1.2.2.2.0,"Direttori e dirigenti generali di aziende che operano nella manifattura, nell'estrazione dei minerali, nella produzione e distribuzione di energia elettrica, gas, acqua e nelle attività di gestione dei rifiuti",63.0952380952,54.4217687075,63.0952380952,57.8231292517,66.6666666667,60.5442176871,72.619047619,65.306122449,48.8095238095,48.9795918367,28.5714285714,31.9727891156,69.0476190476,62.5850340136,61.9047619048,58.5034013605,42.8571428571,43.537414966,65.4761904762,63.9455782313,54.7619047619,51.0204081633,67.8571428571,62.5850340136,51.1904761905,53.0612244898,65.4761904762,61.2244897959,45.2380952381,47.619047619,50,52.380952381,60.7142857143,55.7823129252,53.5714285714,49.6598639456,32.1428571429,31.9727891156,48.8095238095,52.380952381,19.0476190476,19.7278911565,4.7619047619,6.1224489796,46.4285714286,46.9387755102,19.0476190476,19.7278911565,25,29.9319727891,20.2380952381,21.0884353741,33.3333333333,34.0136054422,9.5238095238,13.6054421769,44.0476190476,44.2176870748,41.6666666667,40.8163265306,77.380952381,74.1496598639,61.9047619048,58.5034013605,70.2380952381,67.3469387755,38.0952380952,42.1768707483,72.619047619,61.9047619048
1.2.2.3.0,Direttori e dirigenti generali di aziende nelle costruzioni,81.25,70.7142857143,75,69.2857142857,72.5,67.8571428571,77.5,67.1428571429,62.5,60,45,43.5714285714,76.25,66.4285714286,68.75,65,55,48.5714285714,65,55,60,54.2857142857,71.25,69.2857142857,51.25,53.5714285714,66.25,63.5714285714,48.75,47.1428571429,50,53.5714285714,68.75,62.1428571429,56.25,62.1428571429,26.25,30.7142857143,45,47.1428571429,18.75,18.5714285714,1.25,2.8571428571,43.75,42.1428571429,6.25,4.9999785714,15,13.5714285714,11.25,9.2857142857,36.25,33.5714285714,2.5,0.7142857143,33.75,32.1428571429,41.25,42.1428571429,65,60,71.25,66.4285714286,72.5,67.1428571429,48.75,54.2857142857,70,65.7142857143
1.2.2.4.0,Direttori e dirigenti generali di aziende nel commercio,80,69.2857142857,75,65,76.25,65.7142857143,77.5,70,56.25,57.8571428571,30,37.1428571429,72.5,57.8571428571,68.75,62.8571428571,51.25,47.8571428571,73.75,65.7142857143,62.5,55.7142857143,73.75,69.2857142857,62.5,58.5714285714,72.5,66.4285714286,55,54.2857142857,63.75,55,71.25,62.8571428571,63.75,56.4285714286,27.5,33.5714285714,47.5,48.5714285714,16.25,18.5714285714,11.25,15,35,42.8571428571,11.25,12.8571428571,18.75,24.2857142857,12.5,15,45,38.5714285714,12.5,15,41.25,42.8571428571,40,40.7142857143,70,63.5714285714,80,65.7142857143,86.25,72.8571428571,46.25,45.7142857143,77.5,67.8571428571
1.2.2.5.0,Direttori e dirigenti generali di aziende nel settore dei servizi di alloggio e ristorazione,72.5,63.5714285714,80,65,71.25,60,82.5,65,48.75,47.8571428571,16.25,20.7142857143,68.75,58.5714285714,67.5,58.5714285714,50,42.1428571429,77.5,62.1428571429,68.75,59.2857142857,73.75,70.7142857143,57.5,55.7142857143,76.25,63.5714285714,63.75,59.2857142857,73.75,57.8571428571,76.25,62.1428571429,63.75,60.7142857143,23.75,23.5714285714,56.25,49.2857142857,21.25,21.4285714286,5,4.2856928571,50,46.4285714286,18.75,15,28.75,24.2857142857,22.5,21.4285714286,35,27.8571428571,13.75,12.1428571429,37.5,38.5714285714,40,39.2857142857,78.75,66.4285714286,88.75,68.5714285714,81.25,71.4285714286,61.25,56.4285714286,85,72.1427142857
1.2.2.6.1,Direttori e dirigenti generali di aziende nel settore dei trasporti e magazzinaggio,75,65.5462184874,73.5294117647,63.025210084,69.1176470588,64.7058823529,75,63.8655462185,44.1176470588,40.3361344538,19.1176470588,18.487394958,57.3529411765,53.781512605,52.9411764706,50.4201680672,38.2352941176,41.1764705882,63.2352941176,58.8235294118,51.4705882353,51.2605042017,67.6470588235,63.025210084,44.1176470588,46.218487395,61.7647058824,53.781512605,44.1176470588,44.5378151261,57.3529411765,50.4201680672,66.1764705882,61.3445378151,57.3529411765,55.4621848739,22.0588235294,21.0084033613,47.0588235294,45.3781512605,7.3529411765,6.7226890756,0,0,26.4705882353,30.2521008403,10.2941176471,9.243697479,19.1176470588,19.3277310924,16.1764705882,17.6470588235,41.1764705882,44.5378151261,10.2941176471,12.6050420168,39.7058823529,40.3361344538,39.7058823529,41.1764705882,66.1764705882,63.025210084,75,68.0672268908,66.1764705882,59.6638655462,54.4117647059,48.7394957983,83.8235294118,72.2687394958
1.2.2.6.2,"Direttori e dirigenti generali di aziende nei servizi editoriali, di produzione cinematografica, radiofonica e televisiva",88.75,77.1428571429,86.25,77.1428571429,78.75,75,86.25,75.7142857143,55,56.4285714286,37.5,40.7142857143,77.5,67.1428571429,75,69.2857142857,62.5,60,76.25,70.7142857143,72.5,62.1428571429,83.75,78.5712857143,70,68.5714285714,80,73.5714285714,75,67.8571428571,78.75,70.7142857143,80,72.8571428571,72.5,72.8571428571,16.25,17.8571428571,36.25,44.2857142857,3.75,4.9999785714,2.5,2.8571214286,17.5,20,0,0,1.25,1.42855,1.25,1.42855,15,17.8571428571,1.25,1.42855,27.5,29.2857142857,27.5,28.5714285714,57.5,55,85,78.5714285714,85,78.5714285714,52.5,50,83.75,78.5714285714
1.2.2.6.3,Direttori e dirigenti generali di aziende nei servizi informatici e di telecomunicazione,84.0909090909,77.9220779221,84.0909090909,72.7272727273,86.3636363636,75.3246753247,79.5454545455,68.8311688312,38.6363636364,44.1558441558,34.0909090909,29.8701298701,86.3636363636,76.6233766234,88.6363636364,80.5194805195,65.9090909091,68.8311688312,81.8181818182,79.2207792208,68.1818181818,70.1298701299,84.0909090909,81.8181818182,65.9090909091,67.5324675325,72.7272727273,67.5324675325,79.5454545455,63.6363636364,86.3636363636,76.6233766234,93.1818181818,75.3246753247,81.8181818182,76.6233766234,59.0909090909,58.4415584416,61.3636363636,58.4415584416,38.6363636364,33.7662337662,34.0909090909,25.974025974,47.7272727273,41.5584415584,4.5454545455,5.1948051948,25,25.974025974,15.9090909091,16.8831168831,54.5454545455,53.2467532468,4.5454545455,6.4935064935,29.5454545455,28.5714285714,31.8181818182,35.0649350649,72.7272727273,64.9350649351,75,72.7272727273,75,74.025974026,52.2727272727,61.038961039,79.5454545455,75.3246753247
1.2.2.7.0,"Direttori e dirigenti generali di banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria",94.3181818182,77.9220779221,86.3636363636,75.3246753247,87.5,74.025974026,84.0909090909,74.025974026,56.8181818182,57.7922077922,37.5,35.7142857143,86.3636363636,73.3766233766,76.1363636364,66.8831168831,59.0909090909,57.1428571429,85.2272727273,78.5714285714,75,68.1818181818,78.4090909091,72.7272727273,76.1363636364,72.7272727273,89.7727272727,75.3246753247,53.4090909091,52.5974025974,64.7727272727,62.3376623377,87.5,74.025974026,67.0454545455,62.3376623377,18.1818181818,16.2337662338,27.2727272727,33.7662337662,4.5454545455,4.5454545455,5.6818181818,7.1428571429,27.2727272727,31.1688311688,1.1363636364,1.2986818182,4.5454545455,5.8441363636,3.4090909091,4.5454545455,36.3636363636,31.8181818182,0,0,25,27.2727272727,27.2727272727,28.5714285714,85.2272727273,75.9737662338,79.5454545455,74.025974026,92.0454545455,81.1688311688,31.8181818182,33.1168831169,86.3636363636,81.8181818182
1.2.2.8.0,Direttori e dirigenti generali di aziende di servizi alle imprese e alle persone,93.75,72.619047619,89.5833333333,75,95.8333333333,72.619047619,87.5,71.4285714286,47.9166666667,54.7619047619,27.0833333333,29.7619047619,85.4166666667,76.1902380952,77.0833333333,66.6666666667,47.9166666667,47.619047619,81.25,80.9523809524,72.9166666667,71.4285714286,87.5,76.1904761905,54.1666666667,61.9047619048,72.9166666667,69.0476190476,54.1666666667,61.9047619048,64.5833333333,63.0952380952,83.3333333333,73.8095238095,47.9166666667,50,20.8333333333,23.8095238095,31.25,40.4761904762,2.0833333333,7.1428571429,0,0,18.75,15.4761904762,0,0,12.5,10.7142857143,12.5,13.0952380952,33.3333333333,30.9523809524,2.0833333333,2.3809166667,45.8333333333,44.0476190476,25,26.1904761905,77.0833333333,70.2380952381,91.6666666667,78.5714285714,66.6666666667,65.4761904762,33.3333333333,39.2857142857,87.5,77.380952381
1.2.2.9.0,"Direttori e dirigenti generali di aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento",73.6842105263,65.4135338346,78.9473684211,69.9248120301,68.4210526316,65.4135338346,80.2631578947,71.4285714286,44.7368421053,45.1127819549,25,25.5639097744,75,66.9172932331,69.7368421053,67.6691729323,61.8421052632,57.8947368421,69.7368421053,67.6691729323,67.1052631579,66.1654135338,76.3157894737,69.9248120301,60.5263157895,59.3984962406,68.4210526316,64.6616541353,53.9473684211,57.8947368421,72.3684210526,65.4135338346,64.4736842105,60.1503759398,68.4210526316,65.4135338346,31.5789473684,33.0827067669,44.7368421053,49.6240601504,5.2631578947,5.2631578947,0,0,19.7368421053,20.3007518797,2.6315789474,3.007518797,23.6842105263,22.5563909774,5.2631578947,5.2631578947,30.2631578947,29.3233082707,1.3157894737,0.7518796992,18.4210526316,19.5488721805,30.2631578947,30.0751879699,71.0526315789,63.9097744361,78.9473684211,73.6842105263,76.3157894737,72.1804511278,47.3684210526,49.6240601504,80.2631578947,74.4360902256
1.2.3.1.0,Direttori e dirigenti del dipartimento finanza ed amministrazione,86.2068965517,74.3842364532,85.3448275862,77.8325123153,88.7931034483,77.3399014778,86.2068965517,73.8916256158,63.7931034483,60.0985221675,36.2068965517,38.4236453202,80.1724137931,74.8768472906,77.5862068966,72.9064039409,51.724137931,50.2463054187,72.4137931034,70.4433497537,62.0689655172,61.0837438424,76.724137931,71.921182266,56.8965517241,61.5763546798,67.2413793103,66.5024630542,62.9310344828,62.0689655172,48.275862069,49.2610837438,79.3103448276,75.3694581281,58.6206896552,58.6206896552,11.2068965517,12.315270936,36.2068965517,37.9310344828,2.5862068966,3.4482758621,0.8620689655,3.4482758621,10.3448275862,10.3448275862,0,0,2.5862068966,1.9704285714,0,0,29.3103448276,26.6009852217,0.8620689655,0.9852216749,35.3448275862,34.9753694581,39.6551724138,39.4088669951,66.3793103448,65.0246305419,79.3103448276,71.921182266,91.3793103448,83.7437438424,22.4137931034,21.6748768473,69.8275862069,66.5024630542
1.2.3.2.0,"Direttori e dirigenti del dipartimento organizzazione, gestione delle risorse umane e delle relazioni industriali",81.4814814815,70.3703703704,85.1851851852,72.4867724868,80.5555555556,73.0158730159,85.1851851852,73.0158730159,46.2962962963,44.4444444444,26.8518518519,28.0423280423,76.8518518519,66.6666666667,66.6666666667,58.7301587302,65.7407407407,57.1428571429,78.7037037037,67.1957671958,77.7777777778,65.0793650794,77.7777777778,70.8994708995,63.8888888889,62.4338624339,83.3333333333,71.9575661376,65.7407407407,58.2010582011,71.2962962963,60.3174603175,75.9259259259,64.5502645503,59.2592592593,50.7936507937,20.3703703704,18.5185185185,40.7407407407,41.2698412698,2.7777777778,2.6455026455,0,0,18.5185185185,18.5185185185,0,0,2.7777777778,3.1745873016,0.9259259259,0.5291005291,24.0740740741,22.2222222222,0.9259259259,1.0582010582,36.1111111111,33.3333333333,37.037037037,34.3915343915,73.1481481481,64.0211640212,84.2592592593,73.544973545,74.0740740741,69.8412698413,40.7407407407,41.7989417989,89.8148148148,79.3650793651
1.2.3.3.0,Direttori e dirigenti del dipartimento vendite e commercializzazione,69.5652173913,59.0062111801,77.1739130435,66.4596273292,71.7391304348,62.1118012422,79.347826087,70.1863354037,48.9130434783,48.4472049689,13.0434782609,16.149068323,67.3913043478,59.6273291925,56.5217391304,55.2795031056,44.5652173913,47.8260869565,70.652173913,65.8385093168,58.6956521739,54.6583850932,65.2173913043,63.9751552795,45.652173913,46.5838509317,75,67.701863354,56.5217391304,54.0372670807,67.3913043478,59.6273291925,64.1304347826,57.1428571429,57.6086956522,60.248447205,41.3043478261,40.9937888199,50,52.7950310559,15.2173913043,14.2857142857,4.347826087,3.1055714286,48.9130434783,48.4472049689,17.3913043478,19.2546583851,20.652173913,24.2236024845,16.3043478261,16.7701863354,25,22.9813664596,0,0,42.3913043478,44.099378882,40.2173913043,43.4782608696,66.3043478261,62.7329192547,70.652173913,63.9751552795,67.3913043478,63.9751552795,42.3913043478,42.8571428571,60.8695652174,59.0062111801
1.2.3.4.0,"Direttori e dirigenti del dipartimento comunicazione, pubblicità e pubbliche relazioni",71.25,62.1428571429,71.25,62.8571428571,70,60.7142857143,73.75,67.1428571429,45,41.4285714286,22.5,20,70,61.4285714286,66.25,60,48.75,42.8571428571,68.75,67.8571428571,63.75,57.1428571429,71.25,70,55,54.2857142857,67.5,64.2857142857,50,51.4285714286,66.25,60,60,52.8571428571,47.5,41.4285714286,22.5,20.7142857143,38.75,40,5,5,3.75,4.2857142857,30,30,2.5,2.8571428571,1.25,1.42855,3.75,4.2856928571,35,28.5714285714,2.5,2.8571428571,13.75,15,18.75,20.7142857143,65,59.2857142857,70,60.7142857143,56.25,55.7142857143,35,33.5714285714,65,60.7142857143
